,T24,BEN,BHY,SNB75,SF295,EHEB,HT,MC116,SF126,CMK,RL,NB4,JM1,SW48,SW620,SW1463,SW1116,RKO,MDST8,SW1417,T84,SW837,HT55,SW948,KM12
IQCH,0.86,2.1,0.52,1.19,1.45,0.32,1.72,0.6,1.14,0.22,0.46,0.44,0.52,1.54,7.62,2.73,1.49,0.88,1.35,0.59,0.29,3.67,0.06,1.89,1.47
IQCJ,0.0,0.01,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.65,4.09,0.0,0.0,0.0,0.0,0.0,0.0
IQCJ-SCHIP1,37.66,1.94,22.71,65.63,21.71,8.38,0.17,0.07,32.77,0.14,0.01,0.13,0.08,14.03,5.66,1.66,7.83,9.67,9.12,8.0,3.68,10.76,6.85,2.45,0.39
IQCK,4.66,4.3,2.02,4.0,8.76,0.44,5.5,0.76,9.64,0.44,1.5,2.81,0.63,3.79,7.07,3.42,2.09,3.4,4.45,4.29,7.52,5.6,3.43,4.47,6.09
IQGAP1,263.43,52.2,186.15,186.31,147.56,90.61,85.38,57.15,160.05,119.7,92.78,92.59,76.82,40.52,83.27,47.34,73.02,31.6,122.51,93.18,130.59,155.75,172.66,153.82,70.89
IQGAP2,0.16,0.07,0.13,2.55,1.0,11.84,0.29,5.82,0.16,23.26,0.12,67.23,14.77,0.68,0.19,30.91,1.57,0.12,0.07,3.35,0.14,70.53,0.08,17.81,24.35
IQGAP3,47.2,12.14,25.26,40.73,15.74,5.43,10.16,7.74,20.42,17.01,3.13,7.37,5.97,27.46,8.63,17.28,13.02,17.62,29.25,19.65,51.1,45.0,11.21,26.98,40.76
IQSEC1,5.33,43.94,5.38,10.2,6.01,45.15,8.92,22.13,11.45,14.7,7.87,6.29,30.15,12.89,14.47,3.0,2.46,4.69,9.61,17.86,3.4,7.2,8.41,9.24,0.83
IQSEC2,4.17,1.12,1.55,13.99,10.49,1.26,0.01,0.06,13.16,10.13,0.14,0.18,0.03,10.81,0.11,4.9,3.08,1.9,7.29,1.28,4.27,4.58,2.26,13.85,2.16
IQSEC3,0.0,0.27,0.13,0.01,0.01,0.14,0.0,0.0,0.01,16.61,0.32,0.1,0.0,0.01,0.33,0.0,0.0,0.0,0.02,0.02,0.11,0.1,0.62,0.0,0.0
IQUB,0.04,0.2,0.1,0.08,0.11,0.05,0.27,0.04,0.05,0.23,0.07,0.08,0.11,0.17,0.08,0.0,0.16,0.06,0.07,0.11,0.02,0.11,0.05,0.44,0.06
IRAK1,437.36,106.5,94.66,165.55,190.82,94.27,145.87,73.61,196.22,127.59,107.13,173.64,219.01,86.92,248.75,74.48,85.82,149.91,237.66,218.55,196.93,787.18,109.96,65.47,82.91
IRAK1BP1,1.11,1.84,1.73,2.0,0.98,2.19,3.39,3.03,2.1,1.69,2.53,3.25,3.0,3.55,2.31,0.58,0.26,3.36,1.41,1.02,0.63,0.71,1.31,3.74,3.84
IRAK2,5.46,6.36,10.66,5.65,8.94,7.28,4.53,0.85,4.37,0.76,9.23,1.46,0.15,1.23,5.77,4.08,2.2,0.63,14.13,15.01,8.98,4.96,4.2,2.16,0.76
IRAK3,2.3,0.07,6.2,0.06,0.03,2.81,0.06,0.24,0.04,13.61,0.02,23.44,0.02,0.48,0.0,0.01,0.02,0.02,0.0,0.01,0.01,0.06,0.0,0.01,0.01
IRAK4,8.35,10.9,6.45,9.67,12.0,20.24,11.96,11.44,8.46,16.23,22.2,10.52,57.6,3.96,7.85,8.17,9.12,13.11,7.76,7.01,11.56,6.06,9.37,14.01,8.98
IREB2,26.85,21.12,14.54,21.0,18.21,16.62,29.54,21.3,21.93,42.26,23.5,31.01,33.69,19.93,20.6,13.53,14.2,16.74,7.51,16.5,16.76,34.7,16.47,19.14,8.21
IRF1,32.77,13.8,158.0,50.53,66.94,92.02,12.13,37.08,57.29,19.44,9.58,24.46,31.71,17.08,18.27,14.17,39.91,4.58,43.57,21.96,29.6,46.97,18.72,10.9,5.69
IRF2,14.2,5.76,19.5,19.87,19.91,62.6,25.52,42.2,22.77,15.59,6.98,11.49,22.37,19.13,4.92,10.8,8.01,3.88,11.68,9.41,11.3,13.19,10.09,19.21,12.33
IRF2BP1,9.23,27.32,6.09,16.37,13.18,7.65,24.85,9.39,15.56,17.17,7.34,48.73,21.1,11.51,13.9,12.53,4.08,3.98,19.74,30.29,10.84,10.54,18.19,15.77,8.39
IRF2BP2,38.53,53.74,74.0,79.95,54.13,68.48,1.34,56.37,48.21,105.22,2.57,112.38,82.61,77.32,80.57,60.6,52.1,14.71,74.47,114.58,72.66,52.41,123.34,99.94,37.07
IRF2BPL,17.28,17.71,23.87,24.14,17.48,15.0,4.54,4.81,20.34,5.38,2.4,5.47,1.31,27.68,6.64,4.15,3.93,2.59,13.58,3.13,5.96,7.6,3.84,4.23,2.29
IRF3,73.45,73.27,155.5,60.86,99.04,144.48,121.57,80.58,73.93,120.57,42.61,64.0,63.56,75.23,74.5,57.82,55.07,55.43,76.34,150.91,91.75,92.03,50.64,39.53,87.24
IRF4,0.11,0.03,0.38,0.53,0.01,151.86,0.03,12.17,0.32,0.03,0.02,0.14,124.89,0.58,0.11,0.37,0.24,0.03,0.05,0.24,0.03,0.61,0.08,0.02,0.08
IRF5,1.78,9.12,11.73,4.88,7.49,106.53,1.81,1.93,0.33,6.74,14.1,2.85,4.25,15.42,3.71,3.18,5.07,11.62,0.21,6.99,3.51,3.33,4.87,4.58,1.34
IRF6,4.22,17.12,380.08,0.14,0.07,1.53,0.03,0.02,0.14,2.76,0.07,0.08,0.04,21.32,3.53,21.02,14.95,0.04,0.05,30.66,24.35,31.74,26.51,46.39,8.6
IRF7,25.93,29.76,95.41,33.09,6.18,142.52,10.12,6.28,14.44,8.34,11.09,9.54,13.0,30.0,5.42,2.31,15.45,3.76,5.35,8.59,38.52,27.46,3.87,4.89,7.02
IRF8,0.1,0.1,0.13,0.04,0.09,149.15,142.66,74.17,0.17,0.43,151.91,13.43,5.88,0.23,0.0,28.42,3.21,0.1,0.03,0.25,19.84,5.23,19.53,19.78,5.93
IRF9,41.84,13.9,226.02,181.72,11.07,245.03,20.21,9.98,55.65,19.29,32.53,10.39,7.57,3.14,3.71,24.71,18.44,11.38,44.4,87.89,102.96,92.97,3.94,13.6,10.74
IRG1,0.01,0.0,0.1,0.0,0.02,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
IRGC,0.0,0.0,0.08,0.03,0.03,0.0,0.02,0.03,0.03,0.0,0.0,0.01,0.01,0.06,0.02,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,0.0,0.01
IRGM,0.03,0.02,2.35,0.18,0.19,0.42,0.01,0.0,1.09,3.71,0.09,2.3,0.2,1.37,0.04,0.0,1.36,0.01,0.17,0.3,0.01,0.47,0.08,0.05,0.09
IRGQ,4.69,6.75,11.37,7.22,9.48,6.05,6.11,5.36,6.64,5.75,6.56,3.91,4.87,5.94,4.72,3.82,1.89,6.51,5.11,5.76,5.3,6.09,4.18,5.44,5.28
IRS1,17.16,2.91,4.93,10.28,9.96,0.36,6.23,5.28,11.42,0.05,1.33,3.83,2.43,43.42,3.15,12.04,3.72,0.8,27.83,17.62,3.1,42.7,0.93,8.34,1.58
IRS2,1.52,12.51,6.92,14.77,0.75,1.06,0.48,0.52,1.9,2.73,0.01,23.79,4.23,5.72,6.0,15.29,6.23,0.32,2.79,11.54,2.33,0.76,11.62,7.04,3.37
IRS4,0.05,0.52,0.03,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.02,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRX1,0.0,0.0,1.76,11.13,3.77,0.02,0.0,0.0,11.04,71.64,0.0,0.01,0.0,0.06,0.01,0.0,0.03,0.01,5.72,0.0,0.0,0.03,0.02,0.0,0.01
IRX2,3.52,0.02,26.8,0.03,2.4,0.02,0.0,0.0,0.0,0.01,0.02,0.02,0.01,7.12,0.41,1.17,3.21,2.72,3.35,2.31,0.01,0.05,0.0,0.04,0.0
IRX3,6.8,0.07,1.03,6.82,8.99,0.09,0.01,0.02,4.61,0.16,0.01,77.25,0.07,2.38,0.03,0.2,0.26,0.01,6.72,0.14,0.03,0.88,0.04,0.25,0.04
IRX4,0.0,0.02,28.5,0.0,0.06,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.04,0.03,0.0,0.0,0.0,0.01,0.07,0.0,0.0,0.0,0.01,0.0,0.0
IRX5,0.81,0.65,0.5,3.14,3.46,0.03,0.59,0.75,0.91,1.45,0.0,4.9,0.0,0.15,1.01,0.14,0.61,0.06,4.22,2.6,0.15,1.51,0.13,0.76,0.53
IRX6,0.0,0.01,0.0,0.29,0.53,0.03,0.01,0.03,0.01,0.0,0.0,0.02,0.0,0.03,0.01,0.01,0.0,0.0,0.12,0.0,0.01,0.07,0.0,0.0,0.0
ISCA1,20.03,20.43,12.64,44.68,24.99,9.14,33.5,28.6,30.78,9.65,29.84,15.26,42.38,29.81,20.18,32.11,19.36,42.81,20.26,22.13,12.2,33.41,31.23,36.43,28.99
ISCA2,27.15,12.23,18.91,18.51,12.83,20.77,26.33,24.07,40.64,10.92,25.54,19.3,21.18,8.35,19.75,19.57,13.84,14.3,39.69,19.45,15.41,27.24,22.05,20.86,24.76
ISCU,52.69,67.45,70.61,50.64,61.24,265.11,97.21,133.28,61.98,41.95,82.78,140.21,93.91,182.85,62.66,89.97,53.14,74.9,80.02,75.19,108.08,95.43,90.46,79.28,153.28
ISG15,221.14,166.78,224.85,1303.0,71.53,646.13,54.24,22.18,136.78,16.73,151.64,30.35,13.69,5.59,78.22,10.41,40.29,96.04,29.89,65.17,131.89,215.35,8.04,4.49,19.2
ISG20,20.61,78.6,35.7,21.56,2.36,219.46,136.86,129.84,19.14,1.54,51.32,0.25,10.02,6.31,3.97,30.36,18.48,10.97,0.55,21.18,25.85,22.04,4.97,17.0,17.1
ISG20L2,29.67,49.46,24.94,30.54,29.63,33.19,66.97,56.98,34.69,41.3,66.8,31.04,85.63,32.47,34.24,28.06,18.75,47.07,24.97,34.79,48.91,41.81,29.13,27.39,27.56
ISL1,0.0,0.74,1.52,0.05,0.0,0.01,0.0,0.02,0.0,0.0,0.01,0.01,0.0,1.58,0.09,0.08,1.45,0.16,0.2,0.01,0.0,3.85,0.24,0.0,0.75
ISL2,0.21,1.77,1.65,2.55,3.02,3.69,3.73,6.8,2.76,6.19,2.21,9.54,5.77,4.79,3.34,0.74,1.14,0.0,0.0,0.04,2.22,2.38,0.11,0.34,4.74
ISLR,0.01,0.01,3.95,0.52,3.84,1.03,0.05,0.05,0.93,0.01,0.06,0.0,0.0,0.23,0.62,0.1,0.07,0.05,0.05,0.18,0.01,0.23,0.01,0.07,0.0
ISLR2,0.05,0.04,0.42,0.47,0.14,0.1,0.0,0.0,0.05,0.0,0.0,0.0,0.02,0.02,0.04,0.0,0.01,0.0,0.04,0.02,0.0,0.14,0.0,0.0,0.01
ISM1,0.07,0.15,0.39,0.79,0.08,0.03,0.01,0.0,0.01,0.04,0.0,0.01,0.02,0.04,0.18,0.05,0.0,0.04,0.03,0.09,0.05,0.04,0.47,0.01,0.0
ISM2,0.0,0.02,0.14,0.08,0.02,0.05,0.12,0.01,0.0,0.02,0.0,0.0,0.01,0.05,0.14,6.85,4.5,0.01,0.03,7.21,0.41,1.49,3.3,2.32,0.04
ISOC1,18.47,17.53,8.66,13.34,17.3,23.55,25.35,22.11,15.26,22.04,13.09,15.91,24.63,34.55,28.84,42.12,12.96,14.17,7.17,8.16,21.84,45.64,13.1,19.67,24.23
ISOC2,40.73,78.97,21.72,70.47,62.44,41.3,64.93,62.02,39.37,55.33,54.64,52.58,49.1,52.29,48.62,45.06,21.19,35.42,49.11,66.19,43.72,58.37,43.9,34.13,43.12
ISPD,0.41,0.19,0.65,1.74,1.31,0.31,0.0,0.01,0.35,13.55,0.0,0.77,0.14,0.27,0.82,0.28,0.53,0.29,0.52,0.3,0.5,3.89,0.76,0.28,0.37
IST1,153.8,173.08,162.42,98.34,172.04,145.4,154.81,108.89,141.73,183.99,176.98,140.06,164.7,153.07,277.24,83.59,49.89,84.8,86.74,132.91,124.56,178.78,126.13,101.36,98.32
ISX,0.0,0.87,0.08,0.01,0.0,2.23,0.0,0.0,0.03,0.09,0.02,0.0,0.03,0.02,1.59,2.2,8.01,0.04,0.01,0.01,0.27,0.88,8.27,11.43,0.0
ISY1,49.95,9.13,19.44,53.68,37.14,26.41,62.56,38.95,49.03,43.21,68.49,57.38,52.29,29.62,34.02,48.1,24.79,45.58,26.03,36.22,36.82,45.51,31.99,20.85,46.4
ISY1-RAB43,13.52,4.02,8.01,11.58,6.19,7.58,5.25,6.04,13.22,6.89,2.69,5.86,2.86,5.14,12.09,4.92,3.99,3.75,9.85,11.69,8.65,7.6,8.88,7.37,3.37
ISYNA1,9.58,16.1,127.34,9.03,4.04,4.54,4.18,3.18,5.54,109.14,4.67,2.9,38.01,35.9,6.05,2.18,3.03,0.95,0.97,2.31,2.06,37.8,1.1,4.98,8.54
ITCH,54.12,13.85,78.92,27.95,20.24,15.09,20.14,12.23,28.88,15.46,7.91,13.35,26.7,19.87,18.84,28.13,18.99,17.71,15.31,35.79,22.56,46.05,15.43,21.89,22.31
ITFG1,26.17,18.59,47.16,34.74,56.77,18.52,15.83,14.65,42.62,17.76,14.71,22.13,16.17,24.87,16.98,25.57,9.86,7.67,17.69,18.89,31.58,30.87,26.82,17.49,17.82
ITFG2,29.79,14.39,23.64,22.77,20.85,21.91,47.31,35.22,22.46,43.81,51.45,31.53,32.78,42.71,45.54,39.14,20.13,33.36,24.46,29.77,39.01,29.5,20.72,20.42,24.03
ITFG3,14.8,38.185,20.16,36.255,58.21,9.985,9.175,8.66,45.35,24.2,14.515,7.99,7.36,25.99,25.08,29.77,22.225,5.34,25.645,18.59,16.355,26.935,28.37,17.085,13.52
ITGA1,1.6,4.57,8.3,10.73,9.02,9.94,0.06,0.0,12.91,0.12,0.01,0.03,0.05,0.79,1.21,3.9,1.41,0.38,5.55,13.2,0.9,1.03,4.29,1.29,1.4
ITGA10,0.68,1.39,0.21,2.08,0.59,0.35,1.67,0.25,0.09,0.37,0.37,0.47,0.61,1.39,0.24,0.03,0.01,0.46,0.46,0.51,0.21,0.02,0.08,0.04,0.63
ITGA11,0.52,4.48,0.06,48.56,5.29,0.81,0.47,0.0,48.93,0.33,0.0,0.07,0.05,0.69,0.01,0.34,0.33,0.02,2.51,0.1,0.02,0.25,0.07,0.0,0.02
ITGA2,18.03,0.81,99.42,4.11,41.02,0.11,0.08,0.03,8.48,0.16,0.02,0.09,0.12,13.48,3.3,20.98,18.93,1.89,31.15,6.07,21.38,38.88,23.38,5.0,4.13
ITGA2B,0.2,0.67,7.17,0.65,0.4,0.14,0.08,0.31,0.11,903.65,0.03,4.23,0.07,0.09,0.18,0.01,0.16,0.03,0.16,0.45,0.02,1.91,0.03,0.26,0.06
ITGA3,404.94,42.38,739.91,300.09,589.67,6.1,3.8,7.35,163.59,0.57,0.66,0.94,6.43,21.04,4.04,20.79,96.73,18.27,627.95,87.51,80.59,146.38,49.26,30.0,8.34
ITGA4,0.11,0.3,0.1,47.93,29.08,44.24,13.99,20.19,20.21,351.57,0.28,84.77,39.82,0.94,0.02,0.26,0.36,0.03,6.64,0.18,0.03,0.42,0.07,0.08,0.07
ITGA5,49.52,1.61,40.36,268.04,305.7,25.07,0.49,0.05,293.34,40.1,0.07,83.9,0.2,13.38,2.68,0.57,0.89,31.55,244.74,1.8,2.08,6.34,2.11,2.44,0.34
ITGA6,279.63,3.75,268.8,128.17,41.92,0.24,0.53,0.44,41.41,1.65,0.48,4.94,0.16,100.58,76.86,143.44,54.23,3.08,72.93,121.75,106.79,65.7,87.7,186.93,193.35
ITGA7,0.78,0.74,0.22,8.35,8.22,1.28,1.13,0.95,0.38,3.79,0.9,4.65,1.99,10.9,20.07,7.18,7.06,8.15,0.38,23.16,8.04,15.02,1.59,3.96,1.64
ITGA8,0.01,0.01,0.0,0.01,5.05,0.01,0.01,0.0,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.06,0.0,0.14,0.0,0.0,0.02,0.0,0.0,0.03
ITGA9,0.04,0.17,0.06,8.66,0.01,0.49,0.01,0.0,0.01,12.23,0.0,0.0,0.01,0.3,0.01,0.02,1.72,0.03,0.01,0.09,9.09,0.17,1.08,3.76,0.03
ITGAD,0.0,0.0,0.0,0.01,0.0,1.59,0.0,0.08,0.0,0.0,0.02,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.0
ITGAE,53.54,20.68,15.56,49.79,88.41,9.23,51.85,54.26,94.82,42.58,55.99,35.15,109.53,49.05,139.78,45.39,18.19,83.12,63.54,32.98,33.74,32.27,97.79,74.62,52.71
ITGAL,0.1,1.16,0.26,0.1,0.12,25.06,83.45,29.34,0.26,6.86,57.15,1.7,4.87,0.32,0.06,0.64,0.48,0.01,0.03,0.23,0.03,0.15,0.02,0.03,0.1
ITGAM,0.06,0.08,0.41,0.16,0.31,9.77,0.09,0.09,0.13,92.84,0.1,9.16,0.0,0.0,0.0,0.06,0.24,0.0,0.0,0.02,0.99,0.35,0.01,0.15,0.14
ITGAV,24.92,21.29,32.18,70.92,65.59,4.52,3.58,0.11,54.5,12.31,1.68,3.53,2.47,16.8,4.42,11.38,13.47,6.04,29.68,17.63,11.7,52.53,12.19,21.74,12.79
ITGAX,0.13,0.14,0.06,0.05,3.4,37.67,0.0,0.05,1.1,1.21,0.48,3.22,0.01,0.07,0.02,0.22,0.2,3.62,0.51,0.18,0.01,1.13,0.03,0.01,0.07
ITGB1,648.33,83.29,348.51,977.53,731.77,22.35,38.28,77.16,438.81,98.07,79.79,43.01,24.01,151.6,110.76,100.17,105.71,418.09,500.14,222.37,242.18,271.69,162.38,112.19,142.43
ITGB1BP1,92.16,41.56,30.84,82.85,81.84,26.1,23.95,58.82,93.36,55.64,51.61,56.88,72.01,57.89,52.62,79.0,42.47,131.95,115.7,63.19,58.29,61.18,58.68,74.98,44.5
ITGB1BP2,1.01,0.9,1.67,0.76,1.8,2.19,4.39,3.06,0.47,1.79,3.43,1.86,9.45,2.88,2.82,1.34,1.89,2.45,0.56,3.26,2.24,1.17,0.55,0.16,1.96
ITGB2,0.8,0.11,11.87,12.41,0.54,168.91,64.34,43.31,3.68,125.08,99.32,95.01,8.8,0.19,0.2,1.31,1.07,0.01,0.71,0.64,0.13,3.79,0.06,0.09,0.12
ITGB3,4.455,0.035,0.315,4.465,4.89,2.36,0.795,0.03,7.665,12.465000000000002,0.015,0.03,0.07,0.39,0.02,0.15,0.205,0.01,2.365,0.07,0.015,0.23500000000000001,0.03,0.015,0.025
ITGB3BP,44.63,22.99,28.64,53.03,64.79,30.45,76.65,102.63,43.14,71.18,91.59,40.82,63.37,24.41,50.53,24.23,13.25,88.04,20.51,38.01,39.74,34.37,16.75,30.31,126.41
ITGB4,9.47,2.21,844.57,35.29,1.62,1.02,0.66,0.82,5.3,2.33,0.45,0.65,0.76,464.58,87.02,78.99,150.92,0.22,1.95,315.5,152.62,167.25,125.76,84.6,79.22
ITGB5,102.68,47.9,38.18,453.73,146.36,61.61,1.31,0.41,250.86,1.41,0.12,0.73,0.32,39.19,51.66,32.8,52.28,8.33,139.29,105.67,44.22,82.08,71.84,42.77,36.83
ITGB6,0.14,4.09,18.68,0.27,0.14,0.04,0.02,0.01,0.21,0.11,0.01,0.08,0.02,0.71,1.44,4.4,6.18,0.01,0.05,8.03,5.44,8.47,21.37,13.34,6.19
ITGB7,0.91,0.27,1.45,0.67,0.53,318.28,65.12,18.21,0.68,58.29,100.58,3.89,7.82,0.32,6.12,2.32,0.61,0.68,0.16,4.27,1.4,3.23,0.63,0.81,1.82
ITGB8,16.82,0.83,4.26,19.24,3.52,4.57,0.12,0.1,12.07,0.04,0.03,0.08,0.05,3.67,1.97,3.17,3.63,0.01,2.07,6.19,8.1,5.76,0.18,7.05,3.23
ITGBL1,2.56,0.18,0.52,15.3,49.66,0.41,0.62,0.02,44.9,2.93,0.01,0.05,0.16,0.71,0.01,0.57,3.21,0.02,0.58,0.66,14.16,0.54,0.04,0.11,0.05
ITIH1,0.02,0.11,0.0,0.0,0.0,1.23,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.07
ITIH2,0.01,0.01,0.0,0.0,0.07,0.02,0.06,0.14,0.03,0.04,0.01,0.0,0.02,0.08,0.03,0.11,0.01,0.17,0.05,0.01,0.01,0.06,0.0,0.06,0.02
ITIH3,0.01,0.2,0.0,0.22,0.06,0.42,0.1,0.0,0.08,0.0,0.01,0.0,0.02,0.0,0.04,0.11,0.08,0.01,0.0,0.02,0.01,0.0,0.25,0.0,0.05
ITIH4,0.39,1.5,0.75,2.02,2.0,2.07,4.2,0.71,0.64,0.0,0.09,0.85,1.13,11.36,0.24,0.02,0.0,0.17,0.41,1.12,0.06,0.19,0.78,0.35,0.52
ITIH5,0.02,0.04,0.03,0.07,0.01,1.17,0.03,0.04,0.0,0.04,0.0,0.05,0.08,0.61,0.08,0.3,0.2,0.01,0.03,0.34,0.05,0.33,0.04,0.03,0.04
ITIH6,0.0,0.01,0.01,0.19,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.08,0.04,0.17,0.01,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.07
ITK,0.01,0.02,0.01,0.43,0.0,0.76,0.26,4.31,0.01,5.63,0.09,0.01,0.01,0.16,0.54,0.05,0.04,0.0,0.13,0.16,0.01,0.04,0.03,0.0,0.0
ITLN1,0.0,0.03,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.47,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITLN2,0.03,0.06,0.03,0.0,0.05,0.11,0.0,0.0,0.0,0.22,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.36,0.07,0.03,0.05
ITM2A,0.01,0.12,0.1,0.03,0.2,3.34,0.0,0.06,0.02,504.18,0.0,2.11,0.63,0.0,0.01,0.12,0.06,0.01,0.25,0.15,0.37,0.12,0.03,0.03,0.09
ITM2B,103.98,67.93,290.93,176.9,224.43,55.58,32.59,33.19,103.18,77.47,19.13,97.81,31.57,59.01,25.46,181.7,62.79,21.13,74.23,48.0,62.71,59.29,69.07,194.66,56.16
ITM2C,115.78,150.74,28.33,157.67,154.9,78.34,10.43,0.42,140.47,26.72,2.5,397.69,25.26,36.2,95.71,60.53,35.55,43.63,198.17,52.43,77.8,64.79,35.6,343.63,79.13
ITPA,97.5,108.05,49.38,51.48,73.25,61.45,90.16,62.32,38.02,99.83,89.6,88.62,88.03,79.15,179.88,145.7,30.05,67.23,129.63,40.16,48.07,27.1,32.26,41.51,61.83
ITPK1,49.01,18.29,35.45,57.05,7.06,9.76,18.21,20.45,30.15,19.34,4.79,32.52,15.6,116.77,33.14,45.96,46.5,11.54,30.81,53.14,65.08,55.14,55.58,46.44,31.66
ITPKA,6.49,0.83,1.53,3.53,4.65,1.32,0.06,0.06,11.2,3.96,0.1,5.4,0.64,28.01,3.07,18.26,6.91,12.47,26.84,14.66,14.43,2.84,14.75,10.62,12.35
ITPKB,2.38,0.24,2.32,18.39,2.56,3.93,56.04,13.31,4.07,11.63,37.92,5.04,2.29,6.9,0.68,2.8,1.04,3.18,9.88,9.47,4.04,3.27,3.24,3.68,1.86
ITPKC,4.57,8.12,16.31,6.13,6.27,5.87,5.59,2.85,5.07,3.66,3.26,2.61,4.67,13.53,2.64,8.84,5.04,3.16,8.6,10.26,11.88,12.88,10.36,11.67,4.83
ITPR1,1.25,3.49,1.64,12.21,11.94,19.23,1.51,8.76,10.06,15.99,3.27,4.86,4.07,15.74,4.2,0.14,0.27,1.11,1.72,0.35,0.08,1.26,0.34,0.44,0.98
ITPR2,7.33,164.44,11.96,20.85,6.54,19.45,14.61,3.87,8.45,9.81,36.6,18.26,35.08,0.43,40.36,6.43,1.57,2.96,3.39,0.66,7.17,3.3,6.62,9.52,0.63
ITPR3,36.7,38.37,50.37,47.84,28.43,18.8,26.73,18.89,32.42,0.1,20.75,3.51,19.72,53.92,28.31,33.71,29.74,53.81,37.15,64.63,38.28,33.15,25.44,38.91,6.8
ITPRIP,13.22,0.05,39.38,12.74,10.13,5.74,15.49,7.95,17.5,13.84,5.86,11.02,6.6,10.94,6.35,3.21,1.46,5.44,35.42,3.94,5.16,1.72,1.47,2.51,2.31
ITPRIPL1,0.04,0.03,0.27,0.16,0.01,8.74,10.67,12.42,0.03,18.34,20.87,4.88,9.95,0.15,9.2,0.21,0.37,0.0,3.99,0.05,0.18,1.11,0.05,2.48,0.02
ITPRIPL2,11.11,0.16,32.1,9.12,8.14,0.77,0.04,0.01,9.89,1.02,0.03,0.15,0.05,14.81,3.11,5.0,8.44,4.97,6.21,5.55,7.83,11.99,5.74,4.07,5.98
ITSN1,28.03,7.46,15.87,37.12,30.48,9.94,3.92,1.05,43.66,38.55,2.45,7.31,13.52,12.51,8.86,9.53,9.71,9.61,24.6,9.24,22.49,31.17,5.46,10.71,5.66
ITSN2,15.44,26.9,17.94,18.36,10.81,40.14,47.85,25.4,12.86,29.68,55.11,13.08,26.33,13.42,12.03,14.06,10.06,12.45,6.89,15.96,14.01,27.56,11.77,22.89,13.37
IVD,65.54,15.83,23.83,30.92,22.64,52.26,36.92,34.88,34.03,46.01,47.02,41.51,32.6,69.96,51.19,22.8,15.98,55.55,26.22,54.78,44.04,67.3,33.11,42.23,39.77
IVL,0.02,0.08,13.51,0.02,0.0,47.23,0.02,0.02,0.06,0.07,0.0,0.01,0.0,0.09,0.0,0.11,0.01,0.0,0.31,0.71,0.02,20.77,0.35,0.02,0.03
IVNS1ABP,43.2,29.87,40.34,64.96,50.61,38.44,60.63,70.89,29.82,149.59,29.89,55.49,129.4,67.08,36.58,25.74,22.29,43.15,26.94,42.84,52.28,215.83,29.29,36.99,51.41
IWS1,35.33,39.99,25.65,39.49,41.71,43.1,18.85,42.43,41.95,37.57,42.77,47.2,47.5,44.54,35.32,38.99,21.67,19.96,35.18,41.56,24.57,47.87,30.61,48.77,24.45
IYD,0.0,0.15,0.11,0.0,0.2,0.07,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,2.63,2.16,0.0,0.0,0.55,1.83,0.0,6.03,8.78,1.81
IZUMO1,0.19,1.57,0.73,0.0,0.0,0.0,0.0,0.03,0.06,1.81,0.0,0.11,0.21,1.39,0.17,0.0,0.03,0.56,0.0,0.98,0.08,1.22,0.04,0.04,2.32
IZUMO2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.06,0.0,0.03,0.0,0.0
IZUMO3,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IZUMO4,3.07,8.0,4.43,0.65,0.93,74.14,54.19,8.27,1.59,1.66,13.75,1.21,0.44,1.16,1.09,0.27,0.9,0.81,0.26,1.25,0.19,0.29,0.73,1.7,2.11
JAG1,54.42,14.31,110.17,27.26,6.66,9.62,0.37,0.14,4.03,12.06,0.23,17.23,0.94,12.31,10.36,12.14,14.21,3.07,6.87,40.31,45.0,3.97,10.22,10.97,9.08
